Account,date,daily_pnl,total_trades,winning_trades,avg_trade_size,total_volume,long_trades,short_trades,win_rate,long_short_ratio,value,classification,sentiment,frequency_segment,size_segment,consistency_segment
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-02,32.72269,3,1,431.90000000000003,1295.7,2,1,0.3333333333333333,2.0,67,Greed,Greed,Frequent,Small Positions,Consistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-04,444.205198,16,10,37473.885625,599582.17,10,6,0.625,1.6666666666666667,72,Greed,Greed,Frequent,Large Positions,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,0.0,19,0,10522.962631578948,199936.29,19,0,0.0,,33,Fear,Fear,Frequent,Large Positions,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,0.0,60,0,16666.611,999996.66,60,0,0.0,,15,Extreme Fear,Fear,Frequent,Large Positions,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,0.0,155,0,5549.306774193548,860142.5499999999,155,0,0.0,,25,Fear,Fear,Frequent,Large Positions,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,0.0,51,0,8264.040980392158,421466.09,51,0,0.0,,28,Fear,Fear,Frequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-04,0.840939,29,2,4654.808275862069,134989.44,25,4,0.06896551724137931,6.25,68,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-05,0.0,14,0,6216.103571428571,87025.45,14,0,0.0,,72,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-07,1202.488212,13,9,7476.965384615385,97200.55,2,11,0.6923076923076923,0.18181818181818182,71,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-08,0.0,13,0,11076.539230769231,143995.01,13,0,0.0,,71,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-10,0.0,4,0,34988.58,139954.32,4,0,0.0,,73,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-11,1040.5747959999999,9,2,25670.122222222224,231031.1,7,2,0.2222222222222222,3.5,76,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-12,337.835516,27,16,22229.845925925925,600205.84,5,22,0.5925925925925926,0.22727272727272727,71,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-04,883.760812,37,12,6072.016756756757,224664.62,6,31,0.32432432432432434,0.1935483870967742,60,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-08,0.0,36,0,8221.31,295967.16,35,1,0.0,35.0,66,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-09,0.0,2,0,15000.21,30000.42,2,0,0.0,,72,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-10,0.0,4,0,24988.585,99954.34,4,0,0.0,,74,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-11,0.0,2,0,20000.0,40000.0,2,0,0.0,,71,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-12,754.7378,17,6,17691.249411764704,300751.24,11,6,0.35294117647058826,1.8333333333333333,70,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-05,5319.861625,23,16,12059.708260869564,277373.29,0,23,0.6956521739130435,0.0,90,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-07,1118.387284,10,4,10388.008,103880.08,10,0,0.4,,82,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-08,0.0,13,0,8652.23,112478.98999999999,13,0,0.0,,81,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-10,0.0,4,0,30002.25,120009.0,4,0,0.0,,79,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-11,0.0,4,0,27498.585,109994.34,4,0,0.0,,82,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-12,1467.1002210000001,9,4,31374.63555555556,282371.72000000003,5,4,0.4444444444444444,1.25,81,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,0.0,32,0,2999.6165625,95987.73,0,32,0.0,0.0,70,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,0.0,6,0,8999.890000000001,53999.340000000004,0,6,0.0,0.0,79,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,0.0,14,0,18215.87285714286,255022.22,14,0,0.0,,78,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,-108604.496278,72,0,12521.542916666665,901551.09,12,60,0.0,0.2,76,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,0.0,1,0,35004.98,35004.98,1,0,0.0,,80,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,2259.351364,26,13,16623.486153846156,432210.64,13,13,0.5,1.0,76,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,291.35271,13,3,20080.955384615383,261052.41999999998,10,3,0.23076923076923078,3.3333333333333335,79,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,4444.4983010000005,10,7,17253.157,172531.56999999998,10,0,0.7,,67,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,0.0,4,0,5996.512500000001,23986.050000000003,0,4,0.0,0.0,69,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,0.0,20,0,13514.937,270298.74,20,0,0.0,,68,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,-4779.219012,17,0,12572.832941176472,213738.16,15,2,0.0,7.5,64,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,5767.161892,36,24,16822.36472222222,605605.13,9,27,0.6666666666666666,0.3333333333333333,66,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,678.4759280000001,10,5,20062.723,200627.23,5,5,0.5,1.0,53,Neutral,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,1435.68724,19,2,40074.16368421053,761409.11,0,19,0.10526315789473684,0.0,56,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-04,236.33513399999998,16,4,4263.979375,68223.67,0,16,0.25,0.0,73,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-05,968.59038,9,4,22890.714444444442,206016.43,8,1,0.4444444444444444,8.0,75,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,0.0,4,0,8747.6675,34990.67,4,0,0.0,,75,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,130.487079,22,5,13642.298181818182,300130.56,6,16,0.22727272727272727,0.375,72,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,2821.24842,12,7,10158.865,121906.38,5,7,0.5833333333333334,0.7142857142857143,74,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-12,7206.315268,59,21,25128.245762711864,1482566.5,39,20,0.3559322033898305,1.95,72,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,0.0,23,0,2173.397391304348,49988.14,0,23,0.0,0.0,44,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,656.21704,10,7,9890.126,98901.26000000001,4,6,0.7,0.6666666666666666,29,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-06,7329.223137999999,52,30,15114.859615384614,785972.7,39,13,0.5769230769230769,3.0,26,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,0.0,21,0,10475.459523809524,219984.65,0,21,0.0,0.0,28,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,628.96246,2,1,30314.425,60628.85,1,1,0.5,1.0,29,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,2342.996384,4,4,49620.3625,198481.45,4,0,1.0,,25,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-04,0.0,28,0,5827.370357142857,163166.37,0,28,0.0,0.0,34,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-05,0.0,10,0,6583.419,65834.19,10,0,0.0,,26,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-06,0.0,7,0,6428.95,45002.65,7,0,0.0,,17,Extreme Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-10,5396.546638,35,33,12416.672857142858,434583.55,34,1,0.9428571428571428,34.0,40,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-11,646.3734049999999,24,6,10026.734583333333,240641.63,18,6,0.25,3.0,39,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-12,0.0,7,0,8570.51857142857,59993.63,0,7,0.0,0.0,25,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-04,0.0,3,0,19021.280000000002,57063.840000000004,0,3,0.0,0.0,27,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-05,1147.595856,25,11,8679.6232,216990.58,9,16,0.44,0.5625,29,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-06,0.0,5,0,4199.992,20999.96,5,0,0.0,,22,Extreme Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-08,11147.900554,12,9,11003.166666666666,132038.0,3,9,0.75,0.3333333333333333,29,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-10,396.06272,14,3,15742.852142857142,220399.93,11,3,0.21428571428571427,3.6666666666666665,33,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-11,0.0,9,0,16666.712222222224,150000.41,9,0,0.0,,37,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-12,2350.499742,17,7,21156.991764705883,359668.86,13,4,0.4117647058823529,3.25,31,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-04,5207.443414,41,36,8578.926097560974,351735.97,40,1,0.8780487804878049,40.0,41,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-05,2101.741695,22,6,7131.0,156882.0,16,6,0.2727272727272727,2.6666666666666665,49,Neutral,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-06,0.0,4,0,6000.075,24000.3,4,0,0.0,,50,Neutral,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-07,11595.627026,43,33,15625.97930232558,671917.11,10,33,0.7674418604651163,0.30303030303030304,50,Neutral,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-10,0.0,16,0,18751.521249999998,300024.33999999997,16,0,0.0,,39,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-11,548.36595,8,6,22568.36875,180546.95,2,6,0.75,0.3333333333333333,32,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-12,3986.312514,36,12,19470.586944444443,700941.13,27,9,0.3333333333333333,3.0,49,Neutral,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-04,389.743164,16,2,4775.06,76400.96,14,2,0.125,7.0,70,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-05,251.604742,9,9,7027.661111111111,63248.95,0,9,1.0,0.0,70,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-06,0.0,21,0,13143.021904761907,276003.46,21,0,0.0,,70,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-07,1876.812082,19,9,8941.422105263156,169887.02,10,9,0.47368421052631576,1.1111111111111112,77,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-08,847.7766200000001,8,4,5104.981250000001,40839.850000000006,0,8,0.5,0.0,75,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-10,8885.327477,25,18,19556.1384,488903.45999999996,0,25,0.72,0.0,78,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-11,1479.677222,20,9,16571.107,331422.14,11,9,0.45,1.2222222222222223,76,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-12,1083.777057,30,8,23331.314333333332,699939.4299999999,6,24,0.26666666666666666,0.25,80,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-04,0.0,21,0,7138.52761904762,149909.08000000002,21,0,0.0,,78,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-05,0.0,10,0,4500.464,45004.64,10,0,0.0,,84,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-07,0.0,10,0,7600.664999999999,76006.65,10,0,0.0,,75,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-08,858.6705000000001,16,6,2758.775,44140.4,16,0,0.375,,79,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-10,541.55471,10,7,15971.34,159713.4,7,3,0.7,2.3333333333333335,78,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-11,2053.119744,74,12,14354.293783783784,1062217.74,62,12,0.16216216216216217,5.166666666666667,74,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-12,0.0,31,0,12254.174838709678,379879.42,0,31,0.0,0.0,83,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-01,0.0,1,0,49999.51,49999.51,1,0,0.0,,66,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-02,0.0,4,0,22500.69,90002.76,4,0,0.0,,70,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-04,1402.082488,20,8,7070.317,141406.34,12,8,0.4,1.5,73,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-05,1220.746604,14,7,14373.198571428571,201224.78,3,11,0.5,0.2727272727272727,72,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-01,2399.9471460000004,19,8,19582.443684210524,372066.43,11,8,0.42105263157894735,1.375,68,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-02,0.0,30,0,25418.461333333333,762553.84,30,0,0.0,,60,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-03,11005.991600000001,26,21,43406.429615384615,1128567.17,5,21,0.8076923076923077,0.23809523809523808,44,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-04,0.0,1,0,19999.7,19999.7,1,0,0.0,,72,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-01,3084.287743,48,29,9644.217708333334,462922.45,19,29,0.6041666666666666,0.6551724137931034,20,Extreme Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-03,1136.272279,12,6,26764.120833333334,321169.45,6,6,0.5,1.0,33,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-04,0.0,9,0,31104.344444444443,279939.1,9,0,0.0,,15,Extreme Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-01,0.0,14,0,7142.837142857143,99999.72,14,0,0.0,,34,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-02,6403.5061239999995,9,9,95439.94666666667,858959.52,0,9,1.0,0.0,44,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-03,8002.939313,59,28,25872.653898305085,1526486.58,22,37,0.4745762711864407,0.5945945945945946,25,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-04,4591.427138999999,21,13,20216.697142857145,424550.64,8,13,0.6190476190476191,0.6153846153846154,28,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-05-01,890.33157,19,4,19427.31105263158,369118.91000000003,15,4,0.21052631578947367,3.75,53,Neutral,Greed,Infrequent,Large Positions,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-05-02,0.0,9,0,16663.026666666665,149967.24,9,0,0.0,,67,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-09-12,0.0,42,0,1682.2211904761903,70653.29,42,0,0.0,,31,Fear,Fear,Frequent,Large Positions,Inconsistent
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-12-12,0.0,89,0,3332.177640449438,296563.81,89,0,0.0,,83,Extreme Greed,Greed,Frequent,Large Positions,Inconsistent
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-01-04,0.0,13,0,13807.81,179501.53,13,0,0.0,,73,Greed,Greed,Frequent,Large Positions,Inconsistent
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-01-05,60544.304874,329,236,22713.250030395135,7472659.26,93,236,0.7173252279635258,0.3940677966101695,72,Greed,Greed,Frequent,Large Positions,Inconsistent
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-04,0.0,49,0,2260.9597959183675,110787.03,49,0,0.0,,15,Extreme Fear,Fear,Frequent,Large Positions,Inconsistent
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-11-12,698.009722,8,8,136.67374999999998,1093.3899999999999,0,8,1.0,0.0,80,Extreme Greed,Greed,Infrequent,Small Positions,Consistent
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-12-12,362.84131,4,4,133.0725,532.29,0,4,1.0,0.0,83,Extreme Greed,Greed,Infrequent,Small Positions,Consistent
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-02,0.0,5,0,1987.6240000000003,9938.12,5,0,0.0,,70,Greed,Greed,Infrequent,Small Positions,Consistent
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-04,132.71954399999998,14,4,1954.3107142857145,27360.350000000002,4,10,0.2857142857142857,0.4,73,Greed,Greed,Infrequent,Small Positions,Consistent
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-04,234.497751,34,9,1120.655,38102.27,15,19,0.2647058823529412,0.7894736842105263,72,Greed,Greed,Infrequent,Small Positions,Consistent
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-03-04,298.031364,20,5,922.9384999999999,18458.769999999997,19,1,0.25,19.0,15,Extreme Fear,Fear,Infrequent,Small Positions,Consistent
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-04,392.35488599999996,60,9,626.296,37577.76,36,24,0.15,1.5,28,Fear,Fear,Infrequent,Small Positions,Consistent
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-01,0.0,141,0,11569.857730496453,1631349.94,0,141,0.0,0.0,34,Fear,Fear,Frequent,Large Positions,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-12,0.0,17,0,1397.385294117647,23755.55,0,17,0.0,0.0,83,Extreme Greed,Greed,Infrequent,Small Positions,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-03,0.0,14,0,791.3578571428571,11079.01,10,4,0.0,2.5,74,Greed,Greed,Infrequent,Small Positions,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-01,0.0,3,0,8894.193333333335,26682.58,0,3,0.0,0.0,68,Greed,Greed,Infrequent,Small Positions,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-02,0.0,37,0,837.1502702702703,30974.56,0,37,0.0,0.0,60,Greed,Greed,Infrequent,Small Positions,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-03,10915.212,25,25,1366.0404,34151.01,25,0,1.0,,44,Fear,Fear,Infrequent,Small Positions,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-01,0.0,6,0,6065.75,36394.5,0,6,0.0,0.0,20,Extreme Fear,Fear,Infrequent,Small Positions,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-03,17247.427499999998,16,10,3784.509375,60552.15,16,0,0.625,,33,Fear,Fear,Infrequent,Small Positions,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-01,0.0,1,0,2128.95,2128.95,0,1,0.0,0.0,34,Fear,Fear,Infrequent,Small Positions,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-02,0.0,1,0,15000.0,15000.0,0,1,0.0,0.0,44,Fear,Fear,Infrequent,Small Positions,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-03,169132.29611,155,77,3030.0763225806454,469661.83,155,0,0.4967741935483871,,25,Fear,Fear,Infrequent,Small Positions,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-05-01,0.0,8,0,2863.6875,22909.5,0,8,0.0,0.0,53,Neutral,Greed,Infrequent,Small Positions,Inconsistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-03,8244.241409,137,128,3452.370072992701,472974.7,37,100,0.9343065693430657,0.37,70,Greed,Greed,Frequent,Small Positions,Consistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-04,2507.122467,48,40,4260.021458333334,204481.03,7,41,0.8333333333333334,0.17073170731707318,68,Greed,Greed,Frequent,Small Positions,Consistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-03,1674.715167,24,21,2510.5745833333335,60253.79,21,3,0.875,7.0,60,Greed,Greed,Frequent,Small Positions,Consistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-03,8361.086245,79,54,4946.1478481012655,390745.68,36,43,0.6835443037974683,0.8372093023255814,83,Extreme Greed,Greed,Frequent,Small Positions,Consistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-04,126.7884,2,1,3443.955,6887.91,1,1,0.5,1.0,82,Extreme Greed,Greed,Frequent,Small Positions,Consistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-05,-13.844579999999999,7,1,47.215714285714284,330.51,3,4,0.14285714285714285,0.75,90,Extreme Greed,Greed,Frequent,Small Positions,Consistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-03,26773.771643,287,253,5485.087665505226,1574220.16,161,126,0.8815331010452961,1.2777777777777777,71,Greed,Greed,Frequent,Small Positions,Consistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-03,19791.026041,180,163,4676.724,841810.32,55,125,0.9055555555555556,0.44,48,Neutral,Greed,Frequent,Small Positions,Consistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-04,5296.433789,82,75,3723.111585365854,305295.15,7,75,0.9146341463414634,0.09333333333333334,67,Greed,Greed,Frequent,Small Positions,Consistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-05,0.916,2,1,41.15,82.3,1,1,0.5,1.0,69,Greed,Greed,Frequent,Small Positions,Consistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-06-03,6814.825139,82,72,3990.4636585365856,327218.02,49,33,0.8780487804878049,1.4848484848484849,73,Greed,Greed,Frequent,Small Positions,Consistent
